"Segment Name","Size (MB)","Segment Type","Number of Rows"
"OPB_WIDGINIT_IDX2","0.1","INDEX","-"
"OPB_WIDG_ATTR_IDX","0.1","INDEX","-"
"OPB_WIDG_FLD_ATTR","0.1","TABLE","0"
"OPB_WIDG_INST_IDX","0.1","INDEX","-"
"OPB_WIDG_MCR_DEP_","0.1","TABLE","0"
"OPB_WIDG_MCR_IDX2","0.1","INDEX","-"
"OPB_WIDG_MCR_IDX3","0.1","INDEX","-"
"OPB_WIDG_MCR_IDX4","0.1","INDEX","-"
"PENDING_SESSIONS$","0.1","TABLE","0"
"PISR_NN_RSBYPPATH","0.1","INDEX","-"
"PO_CODEPAGESYSTEM","0.1","TABLE","0"
"PO_CUSTOMLDAPTYPE","0.1","TABLE","0"
"PO_DBCONNECTIVITY","0.1","TABLE","0"
"PO_LINKATTRIBUTES","0.1","TABLE","0"
"PO_LOGCALLCONTEXT","0.1","TABLE","0"
"PO_MPPROJECTGROUP","0.1","TABLE","1"
"PO_NODECAPABILITY","0.1","TABLE","0"
"PO_NODESAMLCONFIG","0.1","TABLE","0"
"PO_PARAMETERVALUE","0.1","TABLE","0"
"PO_PROCESSRUNTIME","0.1","TABLE","0"
"PO_RESOURCESTRING","0.1","TABLE","0"
"PO_SECURITYCONFIG","0.1","TABLE","0"
"PO_SECURITYDOMAIN","0.1","TABLE","0"
"PO_SERVICERUNTIME","0.1","TABLE","0"
"RECYCLEBIN$_OWNER","0.1","INDEX","-"
"REGISTRY$DATABASE","0.1","TABLE","1"
"REGISTRY$PROGRESS","0.1","TABLE","0"
"REPCAT$_DDL_INDEX","0.1","INDEX","-"
"REPCAT$_EXTENSION","0.1","TABLE","0"
"REPCAT$_GENERATED","0.1","TABLE","0"
"REPCAT$_REPCATLOG","0.1","TABLE","0"
"REPCAT$_REPCOLUMN","0.1","TABLE","0"
"REPCAT$_REPOBJECT","0.1","TABLE","0"
"REPCAT$_REPSCHEMA","0.1","TABLE","0"
"REPCAT$_SITES_NEW","0.1","TABLE","0"
"REPCAT$_SNAPGROUP","0.1","TABLE","0"
"REP_SRC_KEY_TYPES","0.1","TABLE","9"
"SCHEDULER$_JOB_PK","0.1","INDEX","-"
"SCHEDULER$_RDB_PK","0.1","INDEX","-"
"SCHEDULER$_RJS_PK","0.1","INDEX","-"
"SCHEDULER$_WINDOW","0.1","TABLE","9"
"STREAMS$_DEF_PROC","0.1","TABLE","0"
"SYS_IOT_TOP_12464","0.1","INDEX","-"
"SYS_IOT_TOP_12466","0.1","INDEX","-"
"SYS_IOT_TOP_12469","0.1","INDEX","-"
"SYS_IOT_TOP_12472","0.1","INDEX","-"
"SYS_IOT_TOP_12499","0.1","INDEX","-"
"SYS_IOT_TOP_12501","0.1","INDEX","-"
"SYS_IOT_TOP_12504","0.1","INDEX","-"
"SYS_IOT_TOP_12507","0.1","INDEX","-"
"SYS_IOT_TOP_12529","0.1","INDEX","-"
"SYS_IOT_TOP_12531","0.1","INDEX","-"
"SYS_IOT_TOP_12534","0.1","INDEX","-"
"SYS_IOT_TOP_12537","0.1","INDEX","-"
"SYS_IOT_TOP_12759","0.1","INDEX","-"
"SYS_IOT_TOP_12761","0.1","INDEX","-"
"SYS_IOT_TOP_12764","0.1","INDEX","-"
"SYS_IOT_TOP_12767","0.1","INDEX","-"
"SYS_IOT_TOP_12795","0.1","INDEX","-"
"SYS_IOT_TOP_12797","0.1","INDEX","-"
"SYS_IOT_TOP_12800","0.1","INDEX","-"
"SYS_IOT_TOP_12803","0.1","INDEX","-"
"SYS_IOT_TOP_12974","0.1","INDEX","-"
"SYS_IOT_TOP_12976","0.1","INDEX","-"
"SYS_IOT_TOP_12979","0.1","INDEX","-"
"SYS_IOT_TOP_12982","0.1","INDEX","-"
"UTL_RECOMP_ERRORS","0.1","TABLE","0"
"UTL_RECOMP_SORTED","0.1","TABLE","0"
"WRI$_SQLMON_USAGE","0.1","TABLE","1"
"AQ$_QUEUES_PRIMARY","0.1","INDEX","-"
"CDC_CHANGE_TABLES$","0.1","TABLE","0"
"CHNF$_QUERY_OBJECT","0.1","TABLE","0"
"DEF$_ERROR_PRIMARY","0.1","INDEX","-"
"EXTERNAL_LOCATION$","0.1","TABLE","0"
"HS$_CLASS_CAPS_UK1","0.1","INDEX","-"
"HS$_CLASS_INIT_UK1","0.1","INDEX","-"
"HS$_FDS_CLASS_DATE","0.1","TABLE","1"
"I_CDC_CHANGE_SETS$","0.1","INDEX","-"
"I_CDC_SUBSCRIBERS$","0.1","INDEX","-"
"I_FGR$_TABLE_INFO1","0.1","INDEX","-"
"I_FGR$_TABLE_INFO2","0.1","INDEX","-"
"I_FGR$_TABLE_INFO3","0.1","INDEX","-"
"I_OLAP_ATTRIBUTES$","0.1","INDEX","-"
"I_OLAP_DIM_LEVELS$","0.1","INDEX","-"
"I_REDEF_DEP_ERROR$","0.1","INDEX","-"
"I_SNAP_LOADERTIME1","0.1","INDEX","-"
"I_STREAMS_PREPARE1","0.1","INDEX","-"
"I_TABSUBPART$_OBJ$","0.1","INDEX","-"
"LOGMNRG_ATTRIBUTE$","0.1","TABLE","0"
"LOGMNR_BUILDLOG_PK","0.1","INDEX","-"
"LOGMNR_SESSION_UK1","0.1","INDEX","-"
"MVIEW$_ADV_INFO_PK","0.1","INDEX","-"
"MVIEW$_ADV_JOURNAL","0.1","TABLE","0"
"OLAP_DESCRIPTIONS$","0.1","TABLE","0"
"OLAP_IMPL_OPTIONS$","0.1","TABLE","0"
"OPB_CM_QUERY_PARAM","0.1","TABLE","0"
"OPB_DEPLOYREF_IDX2","0.1","INDEX","-"
"OPB_DEPLOYREF_IDX3","0.1","INDEX","-"
"OPB_DTL_SWIDG_LOG_","0.1","TABLE","0"
"OPB_MACRO_ARGS_IDX","0.1","INDEX","-"
"OPB_MACRO_EXPR_IDX","0.1","INDEX","-"
"OPB_MAPTARGINF_IDX","0.1","INDEX","-"
"OPB_MAP_PERSISVAL_","0.1","TABLE","0"
"OPB_MAP_TARG_INFO_","0.1","TABLE","0"
"OPB_MD_CUBE_FIELD_","0.1","TABLE","0"
"OPB_MD_CUBE_HRCHY_","0.1","TABLE","0"
"OPB_MD_FACT_FIELD_","0.1","TABLE","0"
"OPB_MD_FACT_LEVEL_","0.1","TABLE","0"
"OPB_MD_HIER_GRAPH_","0.1","TABLE","0"
"OPB_MD_LEVEL_FIELD","0.1","TABLE","0"
"OPB_MMDFLDATTR_IDX","0.1","INDEX","-"
"OPB_MMDFUNCGRP_IDX","0.1","INDEX","-"
"OPB_MMDTMPLATT_IDX","0.1","INDEX","-"
"OPB_MMD_CATTR2EXTN","0.1","TABLE","8"
"OPB_MMD_DBTY2WATTR","0.1","TABLE","32"
"OPB_MMD_DBTY2WAVAL","0.1","TABLE","37"
"OPB_MMD_DBTYP2EXTN","0.1","TABLE","141"
"OPB_MMD_EXTN_WATTR","0.1","TABLE","69"
"OPB_MMD_SESS_EXTNS","0.1","TABLE","136"
"OPB_OBJECT_ACCESS_","0.1","TABLE","0"
"OPB_PARTITION_DEF_","0.1","TABLE","0"
"OPB_PROF_METADATA_","0.1","TABLE","0"
"OPB_PROF_RESOURCE_","0.1","TABLE","0"
"OPB_PROF_RES_DATA_","0.1","TABLE","0"
"OPB_PROXYUSER_INFO","0.1","TABLE","0"
"OPB_QUERYPARAM_IDX","0.1","INDEX","-"
"OPB_SAP_FUNC_INST_","0.1","TABLE","0"
"OPB_SAP_FUNC_PARAM","0.1","TABLE","0"
"OPB_SAP_FUNC_VARS_","0.1","TABLE","0"
"OPB_SAP_STRUCT_FLD","0.1","TABLE","0"
"OPB_SCHEDULE_LOGIC","0.1","TABLE","0"
"OPB_SEBL_JOIN_ATTR","0.1","TABLE","0"
"OPB_SEBL_MVL_ATTR_","0.1","TABLE","0"
"OPB_SEBL_MVL_LREL_","0.1","TABLE","0"
"OPB_SERVER_NET_REF","0.1","TABLE","0"
"OPB_SERVICE_LEVEL_","0.1","TABLE","0"
"OPB_SESSION_CONFIG","0.1","TABLE","1"
"OPB_SESS_CNX_REFS_","0.1","TABLE","0"
"OPB_SESS_CNX_VALS_","0.1","TABLE","0"
"OPB_SESS_FILE_REF_","0.1","TABLE","0"
"OPB_SESS_FILE_VALS","0.1","TABLE","0"
"OPB_SESS_PER_FILES","0.1","TABLE","0"
"OPB_SESS_TASK_LOG_","0.1","TABLE","0"
"OPB_SWIDGATTR_IDX1","0.1","INDEX","-"
"OPB_SWIDGINST_LOG_","0.1","TABLE","0"
"OPB_TARGFLDXPR_IDX","0.1","INDEX","-"
"OPB_TARGINDEX_IDX2","0.1","INDEX","-"
"OPB_TARGTBLXPR_IDX","0.1","INDEX","-"
"OPB_TARG_FLD_EXPR_","0.1","TABLE","0"
"OPB_TARG_TBL_EXPR_","0.1","TABLE","0"
"OPB_TASK_ATTR_IDX3","0.1","INDEX","-"
"OPB_TASK_ATTR_IDX4","0.1","INDEX","-"
"OPB_TASK_ATTR_IDX5","0.1","INDEX","-"
"OPB_TASK_INST_BRK_","0.1","TABLE","0"
"OPB_TASK_INST_IDX2","0.1","INDEX","-"
"OPB_TASK_INST_IDX3","0.1","INDEX","-"
"OPB_TASK_INST_RUN_","0.1","TABLE","0"
"OPB_TASK_RES_REFS_","0.1","TABLE","0"
"OPB_TASK_VAL_LIST_","0.1","TABLE","0"
"OPB_TINDEXFLD_IDX2","0.1","INDEX","-"
"OPB_VERSION_PROPS_","0.1","TABLE","0"
"OPB_WFLD_ATTR_DEF_","0.1","TABLE","0"
"OPB_WFLD_INOUTDEP_","0.1","TABLE","0"
"OPB_WFLOW_DEP_RUN_","0.1","TABLE","0"
"OPB_WFLOW_RUN_BRK_","0.1","TABLE","0"
"OPB_WF_RUNINFO_IDX","0.1","INDEX","-"
"OPB_WIDFLDATTR_IDX","0.1","INDEX","-"
"OPB_WIDGET_DEP_IDX","0.1","INDEX","-"
"OPB_WIDG_ATTR_IDX2","0.1","INDEX","-"
"OPB_WIDG_ATTR_IDX3","0.1","INDEX","-"
"OPB_WIDG_ATTR_IDX4","0.1","INDEX","-"
"OPB_WIDG_FLD_ATTR_","0.1","TABLE","0"
"OPB_WIDG_INST_IDX2","0.1","INDEX","-"
"OPB_WIDG_INST_IDX3","0.1","INDEX","-"
"PO_LICENSEDSERVICE","0.1","TABLE","0"
"PO_LICENSEFEATURES","0.1","TABLE","0"
"PO_OBJECTREFERENCE","0.1","TABLE","0"
"PO_PCAPABILITYINFO","0.1","TABLE","0"
"PO_PIMFPACKAGEINFO","0.1","TABLE","0"
"PO_PREFERENCEGROUP","0.1","TABLE","0"
"PO_UMSERVICECONFIG","0.1","TABLE","1"
"REGISTRY_SCHEMA_PK","0.1","INDEX","-"
"REPCAT$_EXCEPTIONS","0.1","TABLE","0"
"REPCAT$_RESOLUTION","0.1","TABLE","0"
"REP_TARG_KEY_TYPES","0.1","TABLE","5"
"RESOURCE_CATEGORY$","0.1","TABLE","5"
"SCHEDULER$_DEST_PK","0.1","INDEX","-"
"SCHEDULER$_FWQ_ANT","0.1","NESTED TABLE","-"
"SCHEDULER$_LOBJ_PK","0.1","INDEX","-"
"SCHEDULER$_LOBJ_UK","0.1","INDEX","-"
"SCHEDULER$_PROGRAM","0.1","TABLE","19"
"SCHEDULER$_RDBI_PK","0.1","INDEX","-"
"SCHEDULER$_RJQ_ANT","0.1","NESTED TABLE","-"
"SCHEDULER$_SOID_PK","0.1","INDEX","-"
"STREAMS$_DEST_OBJS","0.1","TABLE","0"
"STREAMS$_PROP_P_I1","0.1","INDEX","-"
"STREAMS$_PROP_P_I2","0.1","INDEX","-"
"SYS_FBA_BARRIERSCN","0.1","TABLE","0"
"SYS_FBA_PARTITIONS","0.1","TABLE","0"
"SYS_IOT_OVER_12469","0.1","TABLE","0"
"SYS_IOT_OVER_12504","0.1","TABLE","0"
"SYS_IOT_OVER_12534","0.1","TABLE","0"
"SYS_IOT_OVER_12764","0.1","TABLE","0"
"SYS_IOT_OVER_12800","0.1","TABLE","0"
"SYS_IOT_OVER_12979","0.1","TABLE","0"
"USR_PROPERTIES_TAB","0.1","NESTED TABLE","-"
"APPLY$_DEST_OBJ_OPS","0.1","TABLE","0"
"AQ$_AQ_PROP_TABLE_L","0.1","TABLE","0"
"AQ$_AQ_PROP_TABLE_S","0.1","TABLE","1"
"AQ$_INTERNET_AGENTS","0.1","TABLE","4"
"AQ$_MSGTYPES_UNIQUE","0.1","INDEX","-"
"AQ$_SCHEDULES_CHECK","0.1","INDEX","-"
"CDC_CHANGE_COLUMNS$","0.1","TABLE","0"
"CDC_CHANGE_SOURCES$","0.1","TABLE","2"
"DAM_CLEANUP_EVENTS$","0.1","TABLE","0"
"DBMS_LOCK_ALLOCATED","0.1","TABLE","1"
"DST$AFFECTED_TABLES","0.1","TABLE","0"
"I1_CHNF$_QUERY_DEPS","0.1","INDEX","-"
"I2_CHNF$_QUERY_DEPS","0.1","INDEX","-"
"ISP_MASTER_ELECTION","0.1","TABLE","0"
"I_APPLY_SOURCE_OBJ1","0.1","INDEX","-"
"I_APPLY_SOURCE_OBJ2","0.1","INDEX","-"
"I_CDC_PROPAGATIONS$","0.1","INDEX","-"
"I_FGR$_FILE_GROUPS1","0.1","INDEX","-"
"I_LOBFRAG$_FRAGOBJ$","0.1","INDEX","-"
"I_MON_MODS_ALL$_OBJ","0.1","INDEX","-"
"I_OLAP_DESCRIPTION$","0.1","INDEX","-"
"I_OLAP_HIERARCHIES$","0.1","INDEX","-"
"I_OLAP_HIER_LEVELS$","0.1","INDEX","-"
"I_SCHEDULER_WINDOW1","0.1","INDEX","-"
"LOGMNRG_DICTIONARY$","0.1","TABLE","0"
"LOGMNRG_INDCOMPART$","0.1","TABLE","0"
"LOGMNRG_INDSUBPART$","0.1","TABLE","0"
"LOGMNRG_SUBCOLTYPE$","0.1","TABLE","0"
"LOGMNRG_TABCOMPART$","0.1","TABLE","0"
"LOGMNRG_TABSUBPART$","0.1","TABLE","0"
"LOGSTDBY$PARAMETERS","0.1","TABLE","0"
"MVIEW$_ADV_ELIGIBLE","0.1","TABLE","0"
"MVIEW$_ADV_LEVEL_PK","0.1","INDEX","-"
"MVIEW$_ADV_WORKLOAD","0.1","TABLE","0"
"OLAP_MODEL_PARENTS$","0.1","TABLE","0"
"OLAP_MULTI_OPTIONS$","0.1","TABLE","0"
"OPB_MD_LEVEL_FIELD_","0.1","TABLE","0"
"OPB_SAP_FUNC_PARAM_","0.1","TABLE","0"
"OPB_SAP_STRUCT_FLD_","0.1","TABLE","0"
"OPB_SCHEDULE_LOGIC_","0.1","TABLE","0"
"OPB_SEBL_JOIN_ATTR_","0.1","TABLE","0"
"OPB_SESSION_CONFIG_","0.1","TABLE","0"
"OPB_SESS_FILE_VALS_","0.1","TABLE","0"
"OPTSTAT_USER_PREFS$","0.1","TABLE","0"
"PIC_NN_PARENTTYPEI1","0.1","INDEX","-"
"PIC_NN_PARENTTYPEI2","0.1","INDEX","-"
"PIC_NN_PARENTTYPEI3","0.1","INDEX","-"
"PIC_NN_PARENTTYPEI4","0.1","INDEX","-"
"PIC_NN_PARENTTYPEI5","0.1","INDEX","-"
"PIC_NN_PARENTTYPEI6","0.1","INDEX","-"
"PIC_NN_PARENTTYPEI7","0.1","INDEX","-"
"PIC_NN_PARENTTYPEI8","0.1","INDEX","-"
"PIC_NN_PARENTTYPEI9","0.1","INDEX","-"
"PIC_NN_PARENTTYPEID","0.1","INDEX","-"
"PO_DEFAULTOSPROFILE","0.1","TABLE","0"
"PO_ELEMENTREFERENCE","0.1","TABLE","0"
"PO_REGISTEREDRUNLOG","0.1","TABLE","0"
"PO_SUBSTITUTEHOLDER","0.1","TABLE","0"
"PO_WEBAPPSAMLCONFIG","0.1","TABLE","0"
"REPCAT$_CONFLICT_PK","0.1","INDEX","-"
"REPCAT$_KEY_COLUMNS","0.1","TABLE","0"
"REPCAT$_PRIORITY_PK","0.1","INDEX","-"
"SCHEDULER$_CHAIN_PK","0.1","INDEX","-"
"SCHEDULER$_CLASS_PK","0.1","INDEX","-"
"SCHEDULER$_EVTQ_SUB","0.1","TABLE","0"
"SCHEDULER$_FW_RS_PK","0.1","INDEX","-"
"SCHEDULER$_LWJOB_PK","0.1","INDEX","-"
"SCHEDULER$_QINFO_PK","0.1","INDEX","-"
"SCHEDULER$_SCHEDULE","0.1","TABLE","3"
"SCHEDULER$_SRCQ_MAP","0.1","TABLE","0"
"TABLE_PRIVILEGE_MAP","0.1","TABLE","26"
"UTL_RECOMP_COMPILED","0.1","TABLE","0"
"XS$SESSION_APPNS_I1","0.1","INDEX","-"
"XS$SESSION_ROLES_I1","0.1","INDEX","-"
"XSTREAM$_PARAMETERS","0.1","TABLE","0"
"APPLY$_DEST_OBJ_CMAP","0.1","TABLE","0"
"APPLY$_ERROR_HANDLER","0.1","TABLE","0"
"APPLY$_SOURCE_SCHEMA","0.1","TABLE","0"
"AQ$_AQ_EVENT_TABLE_I","0.1","INDEX","-"
"AQ$_AQ_EVENT_TABLE_T","0.1","INDEX","-"
"AQ$_PENDING_MESSAGES","0.1","TABLE","0"
"AQ$_QUEUE_STATISTICS","0.1","TABLE","0"
"AQ$_SUBSCRIBER_TABLE","0.1","TABLE","1"
"CDC_PROPAGATED_SETS$","0.1","TABLE","0"
"DAM_CONFIG_PARAM_UK1","0.1","INDEX","-"
"DAM_LAST_ARCH_TS_UK1","0.1","INDEX","-"
"FGR$_TABLESPACE_INFO","0.1","TABLE","0"
"HS_BULKLOAD_VIEW_OBJ","0.1","TABLE","0"
"I1_CHNF$_QUERY_BINDS","0.1","INDEX","-"
"I1_CHNF$_REG_QUERIES","0.1","INDEX","-"
"I2_CHNF$_REG_QUERIES","0.1","INDEX","-"
"I_CDC_CHANGE_TABLES$","0.1","INDEX","-"
"I_INDCOMPART_BOPART$","0.1","INDEX","-"
"I_OLAP_IMPL_OPTIONS$","0.1","INDEX","-"
"I_OLAP_MULTI_OPTIONS","0.1","INDEX","-"
"I_PROXY_ROLE_DATA$_1","0.1","INDEX","-"
"I_PROXY_ROLE_DATA$_2","0.1","INDEX","-"
"I_PROXY_ROLE_INFO$_1","0.1","INDEX","-"
"I_PROXY_ROLE_INFO$_2","0.1","INDEX","-"
"I_REPCAT$_SNAPGROUP1","0.1","INDEX","-"
"I_TABCOMPART_BOPART$","0.1","INDEX","-"
"I_XSTREAM_PARAMETERS","0.1","INDEX","-"
"KUPC$DATAPUMP_QUETAB","0.1","TABLE","-"
"MVIEW$_ADV_BASETABLE","0.1","TABLE","0"
"MVIEW$_ADV_CLIQUE_PK","0.1","INDEX","-"
"MVIEW$_ADV_FILTER_PK","0.1","INDEX","-"
"MVIEW$_ADV_OUTPUT_PK","0.1","INDEX","-"
"MVIEW$_ADV_ROLLUP_PK","0.1","INDEX","-"
"MVIEW$_ADV_SQLDEPEND","0.1","TABLE","0"
"OLAP_DIMENSIONALITY$","0.1","TABLE","0"
"PO_COLLECTIONENTRY_0","0.1","TABLE","192"
"PO_COLLECTIONENTRY_1","0.1","TABLE","165"
"PO_COLLECTIONENTRY_2","0.1","TABLE","250"
"PO_COLLECTIONENTRY_3","0.1","TABLE","283"
"PO_COLLECTIONENTRY_4","0.1","TABLE","166"
"PO_COLLECTIONENTRY_5","0.1","TABLE","192"
"PO_COLLECTIONENTRY_6","0.1","TABLE","191"
"PO_COLLECTIONENTRY_7","0.1","TABLE","164"
"PO_COLLECTIONENTRY_8","0.1","TABLE","140"
"PO_COLLECTIONENTRY_9","0.1","TABLE","294"
"PO_LOGSERVICEOPTIONS","0.1","TABLE","1"
"PO_LOGSERVICEPROCESS","0.1","TABLE","1"
"PO_PASSWORDRULEMODEL","0.1","TABLE","0"
"PO_REGISTEREDLOGFILE","0.1","TABLE","0"
"PO_ROLETYPECONTAINER","0.1","TABLE","2"
"PO_SDKCONNECTIONTYPE","0.1","TABLE","0"
"REGISTRY_PROGRESS_PK","0.1","INDEX","-"
"REPCAT$_AUDIT_COLUMN","0.1","TABLE","0"
"REPCAT$_COLUMN_GROUP","0.1","TABLE","0"
"REPCAT$_FLAVORS_UNQ1","0.1","INDEX","-"
"REPCAT$_GENERATED_N1","0.1","INDEX","-"
"REPCAT$_OBJECT_PARMS","0.1","TABLE","0"
"REPCAT$_OBJECT_TYPES","0.1","TABLE","28"
"REPCAT$_REPCOLUMN_PK","0.1","INDEX","-"
"REPCAT$_SITES_NEW_PK","0.1","INDEX","-"
"REPCAT$_SITE_OBJECTS","0.1","TABLE","0"
"RESOURCE_CAPABILITY$","0.1","TABLE","1"
"SCHEDULER$_ATTRIB_PK","0.1","INDEX","-"
"SCHEDULER$_LWJOB_OBJ","0.1","TABLE","0"
"SCHEDULER$_SRCQ_INFO","0.1","TABLE","0"
"SCHEDULER$_WINDOW_PK","0.1","INDEX","-"
"STREAMS$_DEST_OBJS_I","0.1","INDEX","-"
"STREAMS$_EXTRA_ATTRS","0.1","TABLE","0"
"STREAMS$_KEY_COLUMNS","0.1","TABLE","0"
"STREAMS$_PREPARE_DDL","0.1","TABLE","0"
"STREAMS$_SPLIT_MERGE","0.1","TABLE","0"
"SYSTEM_PRIVILEGE_MAP","0.1","TABLE","208"
"TEMPLATE$_TARGETS_PK","0.1","INDEX","-"
"UTL_RECOMP_SORT_IDX1","0.1","INDEX","-"
"XDB_INSTALLATION_TAB","0.1","TABLE","146"
"XSTREAM$_SYSGEN_OBJS","0.1","TABLE","0"
"DEF$_CALLDEST_PRIMARY","0.1","INDEX","-"
"FGR$_FILE_GROUP_FILES","0.1","TABLE","0"
"HS$_PARALLEL_METADATA","0.1","TABLE","0"
"HS_PARTITION_COL_NAME","0.1","NESTED TABLE","-"
"HS_PARTITION_COL_TYPE","0.1","NESTED TABLE","-"
"I1_CHNF$_QUERY_OBJECT","0.1","INDEX","-"
"I2_CHNF$_QUERY_OBJECT","0.1","INDEX","-"
"ISP_MASTER_ELECT_LOCK","0.1","TABLE","1"
"I_APPLY_DEST_OBJ_OPS1","0.1","INDEX","-"
"I_CDC_CHANGE_COLUMNS$","0.1","INDEX","-"
"I_CDC_CHANGE_SOURCES$","0.1","INDEX","-"
"I_EXTERNAL_LOCATION1$","0.1","INDEX","-"
"I_OLAP_MODEL_PARENTS$","0.1","INDEX","-"
"I_STREAMS_KEY_COLUMNS","0.1","INDEX","-"
"I_STREAMS_PREPARE_DDL","0.1","INDEX","-"
"I_STREAMS_SPLIT_MERGE","0.1","INDEX","-"
"I_SUMPARTLOG$_BOPART$","0.1","INDEX","-"
"I_TABLE_PRIVILEGE_MAP","0.1","INDEX","-"
"LOGMNR_PARAMETER_INDX","0.1","INDEX","-"
"MVIEW$_ADV_EXCEPTIONS","0.1","TABLE","0"
"MVIEW$_ADV_JOURNAL_PK","0.1","INDEX","-"
"MVIEW$_ADV_PARAMETERS","0.1","TABLE","40"
"OLAP_AW_VIEW_COLUMNS$","0.1","TABLE","0"
"OLAP_CUBE_DIMENSIONS$","0.1","TABLE","0"
"OLAP_MEASURE_FOLDERS$","0.1","TABLE","0"
"OPTSTAT_HIST_CONTROL$","0.1","TABLE","18"
"PC_NAMESPACE_SEQUENCE","0.1","TABLE","0"
"PENDING_SUB_SESSIONS$","0.1","TABLE","0"
"PISR_NN_RESOURCE_NAME","0.1","INDEX","-"
"PISR_NN_RESOURCE_NSID","0.1","INDEX","-"
"PO_DOMAINOBJECTLOCATE","0.1","TABLE","0"
"PO_EXTENSIONATTRIBUTE","0.1","TABLE","0"
"PO_EXTENSIONCONTAINER","0.1","TABLE","0"
"PO_HADOOPDISTRIBUTION","0.1","TABLE","0"
"PO_MACCESSCONTROLLIST","0.1","TABLE","1"
"PO_PARAMETERCONTAINER","0.1","TABLE","0"
"PO_PARAMETERREFERENCE","0.1","TABLE","0"
"PO_SDKCONNECTINFOATTR","0.1","TABLE","0"
"PO_STOREDSTARTUPSTATE","0.1","TABLE","1"
"REGISTRY$DEPENDENCIES","0.1","TABLE","2"
"REPCAT$_EXCEPTIONS_PK","0.1","INDEX","-"
"REPCAT$_FLAVORS_FNAME","0.1","INDEX","-"
"REPCAT$_FLAVORS_GNAME","0.1","INDEX","-"
"REPCAT$_RESOLUTION_PK","0.1","INDEX","-"
"REPCAT$_RUNTIME_PARMS","0.1","TABLE","0"
"SCHEDULER$_CREDENTIAL","0.1","TABLE","0"
"SCHEDULER$_EVENT_QTAB","0.1","TABLE","-"
"SCHEDULER$_JOBDEST_PK","0.1","INDEX","-"
"SCHEDULER$_JOB_ARG_PK","0.1","INDEX","-"
"SCHEDULER$_PROGRAM_PK","0.1","INDEX","-"
"SCHEDULER$_REMOTE_DBS","0.1","TABLE","0"
"SCHEDULER$_SAVED_OIDS","0.1","TABLE","1"
"STMT_AUDIT_OPTION_MAP","0.1","TABLE","270"
"SYS_FBA_TRACKEDTABLES","0.1","TABLE","1"
"WRI$_SQLSET_WORKSPACE","0.1","TABLE","0"
"XSTREAM$_SUBSET_RULES","0.1","TABLE","0"
"APPLY$_CHANGE_HANDLERS","0.1","TABLE","0"
"AQ$_PENDING_MESSAGES_I","0.1","INDEX","-"
"AQ$_PROPAGATION_STATUS","0.1","TABLE","0"
"AQ$_QUEUE_STATITICS_PK","0.1","INDEX","-"
"AQ$_SUBSCRIBER_TABLE_I","0.1","INDEX","-"
"CDC_SUBSCRIBED_TABLES$","0.1","TABLE","0"
"GOLDENGATE$_PRIVILEGES","0.1","TABLE","0"
"HS$_FDS_CLASS_DATE_UK1","0.1","INDEX","-"
"INVALIDATION_REGISTRY$","0.1","TABLE","0"
"I_APPLY_DEST_OBJ_CMAP1","0.1","INDEX","-"
"I_APPLY_SOURCE_SCHEMA1","0.1","INDEX","-"
"I_CDC_PROPAGATED_SETS$","0.1","INDEX","-"
"I_OLAP_DIMENSIONALITY$","0.1","INDEX","-"
"I_OLAP_MEASURES_INDEX$","0.1","INDEX","-"
"I_STREAMS_EXTRA_ATTRS1","0.1","INDEX","-"
"I_SYSTEM_PRIVILEGE_MAP","0.1","INDEX","-"
"I_XSTREAM_SUBSET_RULES","0.1","INDEX","-"
"I_XSTREAM_SYSGEN_OBJS1","0.1","INDEX","-"
"I_XSTREAM_SYSGEN_OBJS2","0.1","INDEX","-"
"MVIEW$_ADV_ELIGIBLE_PK","0.1","INDEX","-"
"MVIEW$_ADV_TEMP_IDX_01","0.1","INDEX","-"
"MVIEW$_ADV_WORKLOAD_PK","0.1","INDEX","-"
"OPB_PCIS_SERVICE_LEASE","0.1","TABLE","0"
"OPB_PCIS_SESSION_LEASE","0.1","TABLE","0"
"PC_PREPROCESS_KV_ENTRY","0.1","TABLE","0"
"PISR_NN_ANNOT_RESOURCE","0.1","INDEX","-"
"PO_DOMAINSERVICECONFIG","0.1","TABLE","1"
"PO_LICENSEHOSTSERVICES","0.1","TABLE","14"
"PO_LINKEDDOMAINSTORAGE","0.1","TABLE","1"
"PO_MACCESSCONTROLENTRY","0.1","TABLE","2"
"PO_SERVICEPRIVILEGEDEF","0.1","TABLE","108"
"PO_SERVICESTARTUPSTATE","0.1","TABLE","7"
"REPCAT$_FLAVOR_OBJECTS","0.1","TABLE","0"
"REPCAT$_GROUPED_COLUMN","0.1","TABLE","0"
"REPCAT$_OBJECT_TYPE_PK","0.1","INDEX","-"
"REPCAT$_PRIORITY_GROUP","0.1","TABLE","0"
"REPCAT$_REPCAT_PRIMARY","0.1","INDEX","-"
"REPCAT$_REPGEN_PRIMARY","0.1","INDEX","-"
"REPCAT$_REPGROUP_PRIVS","0.1","TABLE","0"
"REPCAT$_TEMPLATE_PARMS","0.1","TABLE","0"
"REPCAT$_TEMPLATE_SITES","0.1","TABLE","0"
"REPCAT$_TEMPLATE_TYPES","0.1","TABLE","2"
"RESOURCE_IO_CALIBRATE$","0.1","TABLE","0"
